trigram,freq
"('felt', 'with', 'the')",1
"('with', 'the', 'drawstring')",1
"('the', 'drawstring', 'on')",1
"('drawstring', 'on', 'each')",1
"('on', 'each', 'side')",3
"('each', 'side', 'i')",1
"('side', 'i', 'could')",1
"('i', 'could', 'make')",1
"('could', 'make', 'it')",1
"('make', 'it', 'work')",3
"('it', 'work', 'i')",1
"('work', 'i', 'usually')",1
"('take', 'a', 'large')",1
"('a', 'large', 'and')",3
"('large', 'and', 'even')",1
"('and', 'even', 'ordered')",1
"('even', 'ordered', 'a')",1
"('ordered', 'a', 'medium')",4
"('a', 'medium', 'a')",1
"('medium', 'a', 'i')",1
"('a', 'i', 'had')",2
"('had', 'read', 'all')",1
"('the', 'review', 'of')",2
"('review', 'of', 'it')",1
"('of', 'it', 'running')",1
"('it', 'running', 'big')",1
"('running', 'big', 'when')",1
"('big', 'when', 'i')",1
"('i', 'got', 'the')",3
"('got', 'the', 'dress')",1
"('dress', 'i', 'wa')",1
"('i', 'wa', 'beyond')",1
"('wa', 'beyond', 'disappointed')",2
"('beyond', 'disappointed', 'it')",1
"('disappointed', 'it', 'is')",1
"('is', 'a', 'heavy')",1
"('a', 'heavy', 'itchy')",1
"('heavy', 'itchy', 'polyester')",1
"('itchy', 'polyester', 'like')",1
"('polyester', 'like', 'fabric')",1
"('like', 'fabric', 'not')",1
"('fabric', 'not', 'a')",1
"('not', 'a', 'thin')",1
"('a', 'thin', 'rayon')",1
"('thin', 'rayon', 'looking')",1
"('rayon', 'looking', 'texture')",1
"('looking', 'texture', 'like')",1
"('texture', 'like', 'the')",1
"('the', 'picture', 'show')",3
"('picture', 'show', 'it')",1
"('show', 'it', 'is')",1
"('is', 'also', 'a')",2
"('also', 'a', 'deep')",1
"('a', 'deep', 'black')",1
"('deep', 'black', 'not')",1
"('black', 'not', 'the')",1
"('not', 'the', 'plum')",1
"('the', 'plum', 'color')",1
"('plum', 'color', 'in')",1
"('color', 'in', '4')",1
"('in', '4', '5')",1
"('4', '5', 'photo')",1
"('5', 'photo', 'but')",1
"('photo', 'but', 'most')",1
"('but', 'most', 'importantly')",1
"('most', 'importantly', 'i')",1
"('importantly', 'i', 'am')",1
"('8', 'and', 'the')",1
"('very', 'short', 'on')",1
"('short', 'on', 'me')",4
"('me', 'it', 'I')",1
"('it', 'I', 'wore')",2
"('wore', 'this', 'blazer')",1
"('this', 'blazer', 'for')",1
"('blazer', 'for', 'one')",1
"('one', 'day', 'didn')",1
"('day', 'didn', 't')",1
"('didn', 't', 'do')",1
"('t', 'do', 'anything')",1
"('do', 'anything', 'strenuous')",1
"('anything', 'strenuous', 'and')",1
"('strenuous', 'and', 'the')",1
"('the', 'fabric', 'started')",1
"('fabric', 'started', 'to')",1
"('started', 'to', 'disintegrate')",1
"('to', 'disintegrate', 'along')",1
"('disintegrate', 'along', 'the')",1
"('along', 'the', 'back')",1
"('the', 'back', 'next')",1
"('back', 'next', 'to')",1
"('to', 'the', 'center')",1
"('the', 'center', 'seam')",1
"('center', 'seam', 'it')",1
"('seam', 'it', 's')",1
"('s', 'completely', 'unfixable')",1
"('completely', 'unfixable', 'since')",1
"('unfixable', 'since', 'it')",1
"('s', 'not', 'the')",2
"('not', 'the', 'seam')",1
"('seam', 'that', 'split')",1
"('that', 'split', 'but')",1
"('split', 'but', 'the')",1
"('the', 'fabric', 'itself')",2
"('fabric', 'itself', 'what')",1
"('itself', 'what', 'a')",1
"('what', 'a', 'waste')",2
"('a', 'waste', 'of')",1
"('waste', 'of', 'money')",3
"('of', 'money', 'a')",1
"('money', 'a', 'to')",1
"('a', 'to', 'the')",1
"('to', 'the', 'fit')",1
"('the', 'fit', 'it')",1
"('fit', 'it', 'is')",1
"('is', 'a', 'boxy')",1
"('a', 'boxy', 'cut')",1
"('boxy', 'cut', 'through')",1
"('cut', 'through', 'the')",1
"('through', 'the', 'waist')",1
"('the', 'waist', 'it')",2
"('waist', 'it', 'look')",1
"('it', 'look', 'better')",1
"('look', 'better', 'unbuttoned')",1
"('better', 'unbuttoned', 'than')",1
"('unbuttoned', 'than', 'buttoned')",1
"('than', 'buttoned', 'the')",1
"('buttoned', 'the', 'jacket')",1
"('the', 'jacket', 'also')",1
"('jacket', 'also', 'show')",1
"('also', 'show', 'a')",1
"('show', 'a', 'lot')",1
"('a', 'lot', 'of')",5
"('lot', 'of', 'the')",1
"('the', 'shirt', 'you')",1
"('shirt', 'you', 'have')",1
"('you', 'have', 'under')",1
"('have', 'under', 'it')",1
"('under', 'it', 'so')",1
"('it', 'so', 'it')",2
"('so', 'it', 's')",4
"('it', 's', 'good')",1
"('s', 'good', 'over')",1
"('good', 'over', 'something')",1
"('over', 'something', 'cute')",1
"('something', 'cute', 'or')",1
"('cute', 'or', 'it')",1
"('or', 'it', 'would')",1
"('would', 'be', 'if')",1
"('be', 'if', 'it')",1
"('if', 'it', 'didn')",1
"('didn', 't', 'fall')",1
"('t', 'fall', 'apart')",1
"('fall', 'apart', 'Loved')",1
"('apart', 'Loved', 'the')",1
"('Loved', 'the', 'look')",3
"('the', 'look', 'of')",10
"('look', 'of', 'this')",6
"('of', 'this', 'shirt')",2
"('this', 'shirt', 'online')",1
"('shirt', 'online', 'i')",1
"('online', 'i', 'tried')",1
"('and', 'wa', 'sad')",1
"('wa', 'sad', 'to')",1
"('sad', 'to', 'see')",2
"('see', 'that', 'the')",1
"('that', 'the', 'frontal')",1
"('the', 'frontal', 'view')",2
"('frontal', 'view', 'is')",1
"('view', 'is', 'all')",1
"('is', 'all', 'wrong')",1
"('all', 'wrong', 'the')",2
"('wrong', 'the', 'cool')",1
"('the', 'cool', 'shoulder')",1
"('cool', 'shoulder', 'design')",1
"('shoulder', 'design', 'is')",1
"('design', 'is', 'almost')",1
"('is', 'almost', 'too')",1
"('almost', 'too', 'exaggerated')",1
"('too', 'exaggerated', 'almost')",1
"('exaggerated', 'almost', 'look')",1
"('almost', 'look', 'a')",1
"('look', 'a', 'if')",2
"('a', 'if', 'i')",6
"('if', 'i', 'm')",1
"('i', 'm', 'ready')",1
"('m', 'ready', 'for')",1
"('ready', 'for', 'take')",1
"('for', 'take', 'off')",1
"('take', 'off', 'unfortunately')",1
"('off', 'unfortunately', 'none')",1
"('unfortunately', 'none', 'of')",1
"('none', 'of', 'the')",1
"('of', 'the', 'featured')",1
"('the', 'featured', 'photo')",1
"('featured', 'photo', 'on')",1
"('photo', 'on', 'the')",1
"('on', 'the', 'product')",1
"('the', 'product', 'page')",1
"('product', 'page', 'display')",1
"('page', 'display', 'the')",1
"('display', 'the', 'frontal')",1
"('frontal', 'view', 'of')",1
"('view', 'of', 'the')",2
"('the', 'model', 'i')",1
"('model', 'i', 'really')",1
"('i', 'really', 'wish')",1
"('really', 'wish', 'the')",1
"('wish', 'the', 'shoulder')",1
"('the', 'shoulder', 'design')",1
"('shoulder', 'design', 'wa')",1
"('design', 'wa', 'slightly')",1
"('wa', 'slightly', 'smaller')",1
"('slightly', 'smaller', 'in')",1
"('smaller', 'in', 'shape')",1
"('in', 'shape', 'and')",1
"('shape', 'and', 'size')",1
"('and', 'size', 'i')",1
"('size', 'i', 'would')",1
"('would', 'have', 'loved')",1
"('have', 'loved', 'it')",1
"('loved', 'it', 'look')",1
"('it', 'look', 'great')",1
"('look', 'great', 'from')",1
"('great', 'from', 'the')",1
"('the', 'side', 'but')",1
"('side', 'but', 'sadly')",1
"('but', 'sadly', 'i')",2
"('sadly', 'i', 'can')",1
"('can', 't', 'walk')",1
"('t', 'walk', 'around')",1
"('walk', 'around', 'like')",1
"('around', 'like', 'that')",1
"('like', 'that', 'These')",1
"('that', 'These', 'are')",1
"('These', 'are', 'terribly')",1
"('are', 'terribly', 'unflattering')",1
"('terribly', 'unflattering', 'the')",1
"('unflattering', 'the', 'wash')",1
"('the', 'wash', 'look')",1
"('wash', 'look', 'dirty')",1
"('look', 'dirty', 'and')",1
"('dirty', 'and', 'the')",1
"('and', 'the', 'rise')",1
"('is', 'not', '10')",1
"('not', '10', '5')",1
"('10', '5', 'like')",1
"('5', 'like', 'the')",1
"('like', 'the', 'description')",1
"('the', 'description', 'say')",1
"('description', 'say', 'which')",1
"('say', 'which', 'is')",1
"('which', 'is', 'the')",2
"('is', 'the', 'only')",1
"('the', 'only', 'reason')",1
"('only', 'reason', 'i')",1
"('reason', 'i', 'gambled')",1
"('i', 'gambled', 'on')",1
"('gambled', 'on', 'these')",1
"('on', 'these', 'it')",1
"('these', 'it', 'is')",1
"('it', 'is', '13')",1
"('is', '13', 'The')",1
"('13', 'The', 'color')",1
"('The', 'color', 'is')",2
"('color', 'is', 'nice')",1
"('is', 'nice', 'and')",4
"('nice', 'and', 'the')",3
"('material', 'is', 'what')",1
"('is', 'what', 'you')",1
"('what', 'you', 'might')",1
"('you', 'might', 'find')",1
"('might', 'find', 'used')",1
"('find', 'used', 'by')",1
"('used', 'by', 'a')",1
"('by', 'a', 'high')",1
"('a', 'high', 'school')",1
"('high', 'school', 'drama')",1
"('school', 'drama', 'club')",1
"('drama', 'club', 'with')",1
"('club', 'with', 'a')",1
"('with', 'a', 'low')",1
"('a', 'low', 'budget')",1
"('low', 'budget', 'a')",1
"('budget', 'a', 'very')",1
"('a', 'very', 'cheap')",2
"('very', 'cheap', 'polyester')",1
"('cheap', 'polyester', 'on')",1
"('polyester', 'on', 'top')",1
"('it', 'is', 'unhemmed')",1
"('is', 'unhemmed', 'and')",1
"('unhemmed', 'and', 'unfinished')",1
"('and', 'unfinished', 'in')",1
"('unfinished', 'in', 'any')",1
"('any', 'way', 'so')",1
"('way', 'so', 'you')",1
"('so', 'you', 'can')",1
"('you', 'can', 'bet')",1
"('can', 'bet', 'that')",1
"('bet', 'that', 'about')",1
"('that', 'about', 'the')",1
"('about', 'the', 'second')",1
"('the', 'second', 'or')",1
"('second', 'or', 'third')",1
"('or', 'third', 'wearing')",1
"('third', 'wearing', 'there')",1
"('wearing', 'there', 'are')",1
"('there', 'are', 'going')",1
"('are', 'going', 'to')",2
"('to', 'be', 'run')",1
"('be', 'run', 'all')",1
"('run', 'all', 'through')",1
"('all', 'through', 'the')",1
"('through', 'the', 'thing')",1
"('the', 'thing', 'i')",1
"('i', 've', 'attached')",1
"('ve', 'attached', 'a')",1
"('attached', 'a', 'picture')",1
"('a', 'picture', 'of')",1
"('picture', 'of', 'the')",2
"('of', 'the', 'hem')",1
"('the', 'hem', 'below')",1
"('hem', 'below', 'on')",1
"('below', 'on', 'top')",1
"('of', 'that', 'the')",1
"('that', 'the', 'ruching')",1
"('the', 'ruching', 'is')",1
"('ruching', 'is', 'awkward')",1
"('is', 'awkward', 'a')",1
"('awkward', 'a', 'mentioned')",1
"('a', 'mentioned', 'by')",1
"('mentioned', 'by', 'another')",1
"('by', 'another', 'reviewer')",1
"('another', 'reviewer', 'all')",1
"('reviewer', 'all', 'in')",1
"('all', 'in', 'all')",1
"('in', 'all', 'kind')",1
"('all', 'kind', 'of')",1
"('kind', 'of', 'terrible')",1
"('of', 'terrible', 'This')",1
"('terrible', 'This', 'wa')",1
"('This', 'wa', 'a')",1
"('wa', 'a', 'very')",4
"('a', 'very', 'odd')",1
"('very', 'odd', 'fitting')",1
"('odd', 'fitting', 'top')",1
"('fitting', 'top', 'i')",1
"('top', 'i', 'should')",2
"('i', 'should', 'have')",4
"('should', 'have', 'read')",2
"('have', 'read', 'the')",2
"('read', 'the', 'description')",1
"('the', 'description', 'more')",1
"('description', 'more', 'closely')",1
"('more', 'closely', 'the')",1
"('closely', 'the', 'color')",1
"('color', 'are', 'beautiful')",2
"('are', 'beautiful', 'but')",1
"('beautiful', 'but', 'the')",3
"('the', 'cut', 'hit')",1
"('cut', 'hit', 'me')",1
"('hit', 'me', 'in')",1
"('me', 'in', 'all')",1
"('in', 'all', 'the')",2
"('all', 'the', 'wrong')",2
"('the', 'wrong', 'place')",1
"('wrong', 'place', 'These')",1
"('place', 'These', 'are')",1
"('These', 'are', 'way')",1
"('are', 'way', 'oversized')",1
"('way', 'oversized', 'i')",1
"('oversized', 'i', 'have')",1
"('i', 'have', 'several')",1
"('have', 'several', 'pair')",1
"('several', 'pair', 'of')",1
"('pair', 'of', 'pilcro')",3
"('of', 'pilcro', 'jean')",1
"('pilcro', 'jean', 'and')",1
"('jean', 'and', 'these')",1
"('and', 'these', 'run')",1
"('these', 'run', 'way')",1
"('way', 'too', 'large')",4
"('too', 'large', 'wasted')",1
"('large', 'wasted', 'money')",1
"('wasted', 'money', 'on')",1
"('money', 'on', 'shipping')",2
"('on', 'shipping', 'won')",1
"('shipping', 'won', 't')",1
"('won', 't', 'do')",1
"('t', 'do', 'that')",1
"('do', 'that', 'again')",1
"('that', 'again', 'The')",1
"('again', 'The', 'material')",1
"('material', 'is', 'beautiful')",2
"('is', 'beautiful', 'and')",3
"('beautiful', 'and', 'high')",1
"('high', 'quality', 'however')",1
"('quality', 'however', 'the')",1
"('however', 'the', 'cut')",1
"('the', 'cut', 'is')",2
"('cut', 'is', 'so')",1
"('is', 'so', 'awful')",1
"('so', 'awful', 'it')",1
"('awful', 'it', 'lay')",1
"('it', 'lay', 'very')",1
"('lay', 'very', 'weird')",1
"('very', 'weird', 'near')",1
"('weird', 'near', 'the')",1
"('near', 'the', 'neck')",1
"('the', 'neck', 'and')",1
"('neck', 'and', 'shoulder')",1
"('and', 'shoulder', 'area')",1
"('shoulder', 'area', 'it')",1
"('area', 'it', 'kind')",1
"('it', 'kind', 'of')",3
"('kind', 'of', 'form')",1
"('of', 'form', 'this')",1
"('form', 'this', 'square')",1
"('this', 'square', 'but')",1
"('square', 'but', 'if')",1
"('but', 'if', 'you')",2
"('if', 'you', 'are')",9
"('you', 'are', 'larger')",1
"('are', 'larger', 'in')",1
"('larger', 'in', 'the')",1
"('in', 'the', 'bust')",1
"('the', 'bust', 'area')",1
"('bust', 'area', 'it')",1
"('area', 'it', 'cause')",1
"('it', 'cause', 'the')",1
"('cause', 'the', 'top')",1
"('the', 'top', 'to')",2
"('top', 'to', 'slant')",1
"('to', 'slant', 'making')",1
"('slant', 'making', 'it')",1
"('making', 'it', 'lay')",1
"('it', 'lay', 'awkward')",1
"('lay', 'awkward', 'I')",1
"('awkward', 'I', 'had')",1
"('I', 'had', 'my')",1
"('had', 'my', 'eye')",1
"('my', 'eye', 'on')",1
"('eye', 'on', 'this')",1
"('this', 'dress', 'for')",4
"('dress', 'for', 'month')",1
"('for', 'month', 'i')",1
"('month', 'i', 'came')",1
"('i', 'came', 'into')",1
"('came', 'into', 'some')",1
"('into', 'some', 'extra')",1
"('some', 'extra', 'cash')",1
"('extra', 'cash', 'and')",1
"('cash', 'and', 'bought')",1
"('and', 'bought', 'it')",2
"('bought', 'it', 'at')",1
"('it', 'at', 'full')",2
"('at', 'full', 'price')",2
"('full', 'price', 'online')",1
"('price', 'online', 'and')",1
"('online', 'and', 'picked')",1
"('and', 'picked', 'it')",1
"('it', 'up', 'in')",1
"('up', 'in', 'the')",3
"('the', 'store', 'the')",4
"('store', 'the', 'purple')",1
"('the', 'purple', 'pattern')",1
"('purple', 'pattern', 'is')",1
"('pattern', 'is', 'nowhere')",1
"('is', 'nowhere', 'near')",1
"('nowhere', 'near', 'a')",1
"('near', 'a', 'soft')",1
"('a', 'soft', 'a')",1
"('soft', 'a', 'picture')",1
"('a', 'picture', 'it')",1
"('picture', 'it', 'wa')",2
"('wa', 'very', 'bright')",1
"('very', 'bright', 'which')",1
"('bright', 'which', 'disappointed')",1
"('which', 'disappointed', 'me')",1
"('disappointed', 'me', 'it')",1
"('me', 'it', 's')",4
"('s', 'also', 'made')",1
"('also', 'made', 'for')",1
"('made', 'for', 'more')",1
"('for', 'more', 'busty')",1
"('more', 'busty', 'woman')",1
"('busty', 'woman', 'at')",1
"('woman', 'at', 'a')",1
"('at', 'a', '34d')",1
"('a', '34d', 'i')",1
"('34d', 'i', 'could')",1
"('i', 'could', 'in')",1
"('could', 'in', 'no')",1
"('in', 'no', 'way')",2
"('no', 'way', 'fill')",1
"('way', 'fill', 'this')",1
"('fill', 'this', 'dress')",1
"('this', 'dress', 'out')",1
"('dress', 'out', 'the')",1
"('out', 'the', 'result')",1
"('the', 'result', 'made')",1
"('result', 'made', 'it')",1
"('made', 'it', 'look')",2
"('look', 'so', 'frumpy')",1
"('so', 'frumpy', 'and')",1
"('frumpy', 'and', 'unflattering')",1
"('and', 'unflattering', 'i')",2
"('unflattering', 'i', 'felt')",1
"('felt', 'like', 'an')",1
"('like', 'an', 'old')",1
"('an', 'old', 'lady')",1
"('old', 'lady', 'in')",1
"('lady', 'in', 'a')",1
"('in', 'a', 'bag')",2
"('a', 'bag', 'I')",1
"('bag', 'I', 'saw')",1
"('I', 'saw', 'this')",5
"('in', 'the', 'catalog')",3
"('catalog', 'and', 'had')",1
"('and', 'had', 'to')",2
"('have', 'it', 'when')",1
"('it', 'when', 'i')",3
"('went', 'to', 'the')",1
"('store', 'it', 'wa')",1
"('it', 'wa', 'sold')",1
"('wa', 'sold', 'out')",1
"('sold', 'out', 'so')",2
"('out', 'so', 'i')",1
"('i', 'had', 'them')",2
"('had', 'them', 'order')",1
"('them', 'order', 'and')",1
"('order', 'and', 'ship')",1
"('and', 'ship', 'it')",1
"('ship', 'it', 'to')",1
"('it', 'to', 'me')",1
"('to', 'me', 'in')",1
"('me', 'in', 'two')",1
"('two', 'size', 'my')",1
"('size', 'my', 'regular')",1
"('my', 'regular', 'and')",1
"('regular', 'and', 'one')",1
"('and', 'one', 'size')",1
"('one', 'size', 'larger')",1
"('size', 'larger', 'when')",1
"('larger', 'when', 'i')",1
"('i', 'got', 'them')",3
"('got', 'them', 'i')",1
"('them', 'i', 'tried')",1
"('tried', 'on', 'my')",2
"('on', 'my', 'regular')",1
"('my', 'regular', 'size')",2
"('regular', 'size', 'first')",1
"('size', 'first', 'and')",1
"('first', 'and', 'it')",1
"('wa', 'just', 'perfect')",1
"('just', 'perfect', 'beautiful')",1
"('perfect', 'beautiful', 'pattern')",1
"('beautiful', 'pattern', 'and')",1
"('pattern', 'and', 'material')",1
"('and', 'material', 'light')",1
"('material', 'light', 'and')",1
"('light', 'and', 'airy')",2
"('and', 'airy', 'sexy')",1
"('airy', 'sexy', 'with')",1
"('sexy', 'with', 'the')",1
"('with', 'the', 'low')",1
"('the', 'low', 'cut')",1
"('low', 'cut', 'keyhole')",1
"('cut', 'keyhole', 'i')",1
"('keyhole', 'i', 'am')",1
"('i', 'am', 'sooo')",1
"('am', 'sooo', 'happy')",1
"('sooo', 'happy', 'with')",1
"('happy', 'with', 'my')",1
"('with', 'my', 'purchase')",1
"('my', 'purchase', 'Very')",1
"('purchase', 'Very', 'poorly')",1
"('Very', 'poorly', 'made')",1
"('poorly', 'made', 'wide')",1
"('made', 'wide', 'and')",1
"('wide', 'and', 'short')",1
"('and', 'short', 'very')",1
"('short', 'very', 'unflattering')",1
"('unflattering', 'the', 'material')",2
"('material', 'is', 'advertised')",1
"('is', 'advertised', 'a')",1
"('advertised', 'a', 'cotton')",1
"('a', 'cotton', 'but')",1
"('cotton', 'but', 'it')",1
"('but', 'it', 'felt')",1
"('felt', 'very', 'synthetic')",1
"('very', 'synthetic', 'I')",1
"('synthetic', 'I', 'wa')",1
"('I', 'wa', 'very')",6
"('very', 'disappointed', 'in')",5
"('in', 'the', 'quality')",3
"('of', 'this', 'top')",4
"('top', 'the', 'first')",1
"('wore', 'it', 'it')",1
"('it', 'it', 'snagged')",1
"('it', 'snagged', 'right')",1
"('snagged', 'right', 'in')",1
"('right', 'in', 'the')",3
"('front', 'i', 'had')",1
"('had', 'to', 'pull')",1
"('to', 'pull', 'the')",1
"('pull', 'the', 'thread')",1
"('the', 'thread', 'under')",1
"('thread', 'under', 'so')",1
"('under', 'so', 'it')",1
"('so', 'it', 'wasn')",2
"('wasn', 't', 'exposed')",1
"('t', 'exposed', 'i')",1
"('exposed', 'i', 'put')",1
"('put', 'it', 'in')",3
"('in', 'the', 'wash')",2
"('the', 'wash', 'in')",1
"('wash', 'in', 'the')",1
"('in', 'the', 'gentle')",1
"('the', 'gentle', 'cycle')",1
"('gentle', 'cycle', 'and')",1
"('cycle', 'and', 'it')",1
"('it', 'wa', 'destroyed')",1
"('wa', 'destroyed', 'with')",1
"('destroyed', 'with', 'several')",1
"('with', 'several', 'more')",1
"('several', 'more', 'snag')",1
"('more', 'snag', 'when')",1
"('snag', 'when', 'i')",1
"('when', 'i', 'removed')",1
"('i', 'removed', 'it')",1
"('removed', 'it', 'from')",1
"('it', 'from', 'the')",3
"('from', 'the', 'machine')",1
"('the', 'machine', 'this')",1
"('machine', 'this', 'top')",1
"('top', 'is', 'extremely')",1
"('is', 'extremely', 'delicate')",1
"('extremely', 'delicate', 'and')",1
"('delicate', 'and', 'doesn')",1
"('and', 'doesn', 't')",1
"('doesn', 't', 'withstand')",1
"('t', 'withstand', 'normal')",1
"('withstand', 'normal', 'everyday')",1
"('normal', 'everyday', 'casual')",1
"('everyday', 'casual', 'wear')",1
"('casual', 'wear', 'although')",1
"('wear', 'although', 'it')",1
"('although', 'it', 's')",1
"('it', 's', 's')",1
"('s', 's', 'casual')",1
"('s', 'casual', 'lightweight')",1
"('casual', 'lightweight', 'sweater')",1
"('lightweight', 'sweater', 'now')",1
"('sweater', 'now', 'it')",1
"('now', 'it', 's')",1
"('it', 's', 'just')",3
"('s', 'just', 'a')",1
"('just', 'a', 'wear')",1
"('a', 'wear', 'around')",1
"('wear', 'around', 'the')",1
"('around', 'the', 'house')",1
"('the', 'house', 'ratty')",1
"('house', 'ratty', 'throw')",1
"('ratty', 'throw', 'around')",1
"('throw', 'around', 'shirt')",1
"('around', 'shirt', 'While')",1
"('shirt', 'While', 'the')",1
"('While', 'the', 'print')",1
"('print', 'is', 'cute')",1
"('is', 'cute', 'the')",1
"('cute', 'the', 'fit')",1
"('fit', 'is', 'a')",1
"('is', 'a', 'disaster')",1
"('a', 'disaster', 'if')",1
"('disaster', 'if', 'you')",1
"('you', 'are', 'a')",1
"('are', 'a', 'c')",1
"('a', 'c', 'cup')",2
"('c', 'cup', 'or')",1
"('cup', 'or', 'fuller')",1
"('or', 'fuller', 'the')",1
"('fuller', 'the', 'bottom')",1
"('the', 'bottom', 'band')",1
"('bottom', 'band', 'doe')",1
"('band', 'doe', 'not')",1
"('doe', 'not', 'lay')",2
"('lay', 'flat', 'a')",1
"('flat', 'a', 'pictured')",1
"('a', 'pictured', 'on')",1
"('pictured', 'on', 'the')",1
"('the', 'model', 'it')",4
"('model', 'it', 'ride')",1
"('it', 'ride', 'up')",1
"('ride', 'up', 'under')",1
"('up', 'under', 'your')",1
"('under', 'your', 'boob')",1
"('your', 'boob', 'and')",1
"('boob', 'and', 'the')",1
"('and', 'the', 'whole')",2
"('the', 'whole', 'cup')",1
"('whole', 'cup', 'area')",1
"('cup', 'area', 'tip')",1
"('area', 'tip', 'forward')",1
"('tip', 'forward', 'it')",1
"('forward', 'it', 's')",1
"('s', 'not', 'really')",1
"('not', 'really', 'molded')",1
"('really', 'molded', 'like')",1
"('molded', 'like', 'a')",1
"('like', 'a', 'bra')",1
"('a', 'bra', 'more')",1
"('bra', 'more', 'flat')",1
"('more', 'flat', 'foam')",1
"('flat', 'foam', 'insert')",1
"('foam', 'insert', 'immediately')",1
"('insert', 'immediately', 'went')",1
"('immediately', 'went', 'back')",2
"('went', 'back', 'hopefully')",1
"('back', 'hopefully', 'if')",1
"('hopefully', 'if', 'retailer')",1
"('if', 'retailer', 'continues')",1
"('retailer', 'continues', 'to')",1
"('continues', 'to', 'do')",1
"('to', 'do', 'swimwear')",1
"('do', 'swimwear', 'they')",1
"('swimwear', 'they', 'll')",1
"('they', 'll', 'take')",1
"('ll', 'take', 'a')",1
"('take', 'a', 'look')",1
"('a', 'look', 'at')",1
"('look', 'at', 'adjusting')",1
"('at', 'adjusting', 'the')",1
"('adjusting', 'the', 'design')",1
"('the', 'design', 'to')",1
"('design', 'to', 'make')",1
"('to', 'make', 'sure')",2
"('make', 'sure', 'they')",1
"('sure', 'they', 're')",1
"('they', 're', 'also')",1
"('re', 'also', 'workable')",1
"('also', 'workable', 'for')",1
"('workable', 'for', 'fuller')",1
"('for', 'fuller', 'cup')",1
"('fuller', 'cup', 'size')",1
"('cup', 'size', 'underwire')",1
"('size', 'underwire', 'please')",1
"('underwire', 'please', 'This')",1
"('please', 'This', 'sweater')",1
"('sweater', 'wa', 'not')",1
"('not', 'a', 'featured')",1
"('a', 'featured', 'in')",1
"('featured', 'in', 'the')",1
"('the', 'picture', 'the')",3
"('picture', 'the', 'front')",1
"('front', 'is', 'completely')",1
"('is', 'completely', 'cropped')",1
"('completely', 'cropped', 'while')",1
"('cropped', 'while', 'the')",1
"('while', 'the', 'back')",1
"('back', 'is', 'regular')",1
"('is', 'regular', 'length')",1
"('regular', 'length', 'the')",1
"('length', 'the', 'front')",1
"('the', 'front', 'barely')",1
"('front', 'barely', 'reached')",1
"('barely', 'reached', 'the')",1
"('reached', 'the', 'middle')",1
"('middle', 'of', 'my')",1
"('of', 'my', 'stomach')",1
"('my', 'stomach', 'also')",1
"('stomach', 'also', 'the')",1
"('also', 'the', 'color')",1
"('color', 'wa', 'not')",1
"('vibrant', 'a', 'shown')",1
"('a', 'shown', 'in')",4
"('the', 'picture', 'this')",1
"('picture', 'this', 'sweater')",1
"('this', 'sweater', 'will')",2
"('sweater', 'will', 'be')",1
"('will', 'be', 'going')",5
"('be', 'going', 'back')",5
"('going', 'back', 'Seemed')",1
"('back', 'Seemed', 'pretty')",1
"('Seemed', 'pretty', 'shapeless')",1
"('pretty', 'shapeless', 'which')",1
"('shapeless', 'which', 'surprised')",1
"('which', 'surprised', 'me')",1
"('surprised', 'me', 'because')",1
"('me', 'because', 'of')",1
"('of', 'the', 'design')",1
"('the', 'design', 'perhaps')",1
"('design', 'perhaps', 'it')",1
"('perhaps', 'it', 'wa')",1
"('wa', 'just', 'too')",2
"('just', 'too', 'big')",2
"('too', 'big', 'returned')",1
"('big', 'returned', 'it')",1
"('dress', 'is', 'absolutely')",1
"('is', 'absolutely', 'hideous')",1
"('absolutely', 'hideous', 'on')",1
"('hideous', 'on', 'my')",1
"('on', 'my', 'physique')",1
"('my', 'physique', 'ordered')",1
"('physique', 'ordered', 'a')",1
"('ordered', 'a', 'size')",8
"('size', '6', 'and')",2
"('6', 'and', 'it')",2
"('and', 'it', 'hung')",1
"('it', 'hung', 'on')",1
"('on', 'me', 'like')",2
"('like', 'a', 'cheaply')",1
"('a', 'cheaply', 'made')",1
"('cheaply', 'made', 'tent')",1
"('made', 'tent', 'i')",1
"('tent', 'i', 'have')",1
"('i', 'have', 'an')",2
"('have', 'an', 'athletic')",2
"('an', 'athletic', 'built')",1
"('athletic', 'built', 'am')",1
"('built', 'am', 'a')",1
"('am', 'a', '34d')",2
"('a', '34d', 'it')",1
"('34d', 'it', 'is')",1
"('going', 'back', 'asap')",3
"('back', 'asap', 'Well')",1
"('asap', 'Well', 'this')",1
"('Well', 'this', 'is')",1
"('this', 'is', 'on')",1
"('is', 'on', 'me')",1
"('saw', 'this', 'hanging')",1
"('this', 'hanging', 'in')",1
"('hanging', 'in', 'the')",1
"('the', 'store', 'but')",1
"('store', 'but', 'way')",1
"('way', 'off', 'on')",1
"('off', 'on', 'my')",1
"('on', 'my', 'size')",1
"('my', 'size', 'which')",1
"('size', 'which', 'is')",1
"('which', 'is', 'xx')",1
"('is', 'xx', 'petite')",1
"('xx', 'petite', 'i')",1
"('petite', 'i', 'looked')",1
"('i', 'looked', 'too')",1
"('looked', 'too', 'quickly')",1
"('too', 'quickly', 'and')",1
"('quickly', 'and', 'got')",1
"('and', 'got', 'a')",2
"('got', 'a', 'nice')",1
"('a', 'nice', 'sa')",1
